nome;período;homicidios-negros;homicidios-mulheres;homicidios-nao-negros;homicidios-de-jovens;homicidios-homens;homicidios-homens-nao-negros;homicidios-de-jovens-homens;homicidios-de-homens-por-armas-de-fogo;homicidio-de-jovens-por-armas-de-fogo;homicidios-mulheres-negras;homicidios;homicidios-de-jovens-mulheres;homicidios-mulheres-nao-negras;homicidios-homens-negros;homicidios-de-mulheres-por-armas-de-fogo;homicidios-por-armas-de-fogo
AC;2002;100.0;11.0;46.0;90.0;140.0;43.0;84;63.0;40.0;8.0;151.0;6;3.0;92.0;3.0;66
AL;2002;655.0;70.0;106.0;559.0;921.0;99.0;529;186.0;435.0;39.0;991.0;30;7.0;616.0;45.0;720
AM;2002;442.0;35.0;60.0;312.0;478.0;53.0;295;661.0;116.0;27.0;513.0;17;7.0;415.0;15.0;201
AP;2002;157.0;12.0;18.0;120.0;169.0;14.0;115;43.0;28.0;8.0;181.0;5;4.0;149.0;5.0;50
BA;2002;1298.0;123.0;149.0;1014.0;1634.0;134.0;949;45.0;777.0;88.0;1759.0;65;15.0;1209.0;60.0;1220
CE;2002;705.0;125.0;142.0;729.0;1320.0;126.0;669;76.0;422.0;48.0;1445.0;60;16.0;657.0;49.0;741
DF;2002;539.0;50.0;93.0;416.0;591.0;80.0;385;239.0;338.0;36.0;641.0;31;13.0;503.0;29.0;469
ES;2002;813.0;149.0;290.0;936.0;1494.0;261.0;862;110.0;760.0;71.0;1644.0;74;29.0;742.0;88.0;1221
GO;2002;734.0;145.0;411.0;709.0;1225.0;361.0;647;692.0;520.0;68.0;1370.0;62;50.0;666.0;76.0;893
MA;2002;493.0;39.0;97.0;302.0;567.0;90.0;289;186.0;115.0;31.0;606.0;13;7.0;462.0;14.0;253
MG;2002;1927.0;294.0;903.0;1624.0;2700.0;783.0;1504;675.0;1249.0;151.0;2994.0;120;120.0;1776.0;142.0;2049
MS;2002;333.0;77.0;325.0;313.0;605.0;284.0;283;3453.0;203.0;35.0;684.0;30;41.0;298.0;34.0;421
MT;2002;602.0;92.0;320.0;414.0;856.0;283.0;377;393.0;279.0;53.0;948.0;37;37.0;549.0;45.0;582
PA;2002;1036.0;73.0;137.0;632.0;1119.0;127.0;601;388.0;373.0;62.0;1192.0;31;10.0;974.0;33.0;694
PB;2002;432.0;46.0;51.0;322.0;551.0;44.0;299;1159.0;227.0;26.0;607.0;22;7.0;405.0;25.0;425
PE;2002;3574.0;274.0;534.0;2588.0;4118.0;459.0;2474;1132.0;2267.0;178.0;4396.0;113;75.0;3395.0;182.0;3639
PI;2002;232.0;27.0;43.0;162.0;279.0;37.0;153;6308.0;65.0;18.0;308.0;9;6.0;214.0;10.0;120
PR;2002;413.0;204.0;1811.0;1233.0;2061.0;1644.0;1147;1907.0;920.0;35.0;2266.0;86;167.0;377.0;92.0;1494
RJ;2002;4923.0;560.0;2869.0;4555.0;7748.0;2631.0;4329;8867.0;3888.0;284.0;8335.0;225;236.0;4634.0;362.0;6678
RN;2002;213.0;23.0;67.0;143.0;276.0;58.0;133;1402.0;95.0;12.0;299.0;10;9.0;201.0;7.0;193
RO;2002;376.0;44.0;189.0;282.0;569.0;177.0;265;371.0;179.0;25.0;615.0;17;12.0;351.0;21.0;393
RR;2002;92.0;12.0;28.0;71.0;110.0;25.0;64;1266.0;20.0;9.0;122.0;7;3.0;83.0;5.0;48
RS;2002;322.0;198.0;1564.0;953.0;1714.0;1402.0;877;281.0;757.0;34.0;1912.0;76;162.0;288.0;107.0;1373
SC;2002;84.0;75.0;457.0;263.0;510.0;396.0;231;386.0;162.0;9.0;585.0;32;61.0;75.0;36.0;317
SE;2002;384.0;37.0;68.0;323.0;519.0;61.0;307;817.0;247.0;22.0;556.0;16;7.0;362.0;14.0;402
SP;2002;6006.0;1053.0;8285.0;8610.0;13471.0;7611.0;8077;537.0;6042.0;363.0;14526.0;533;673.0;5643.0;547.0;9415
TO;2002;126.0;20.0;43.0;82.0;150.0;39.0;73;440.0;43.0;16.0;170.0;9;4.0;110.0;7.0;83
AC;2003;98.0;15.0;41.0;78.0;132.0;35.0;69;52.0;31.0;7.0;147.0;9;6.0;91.0;5.0;57
AL;2003;630.0;67.0;63.0;615.0;972.0;58.0;586;157.0;476.0;39.0;1039.0;29;5.0;591.0;34.0;774
AM;2003;495.0;35.0;52.0;343.0;523.0;47.0;324;826.0;111.0;30.0;558.0;19;5.0;465.0;14.0;171
AP;2003;171.0;15.0;11.0;133.0;170.0;9.0;125;38.0;51.0;12.0;185.0;8;2.0;159.0;5.0;70
BA;2003;1665.0;152.0;158.0;1272.0;2014.0;140.0;1204;65.0;1008.0;100.0;2166.0;68;18.0;1565.0;68.0;1588
CE;2003;748.0;103.0;159.0;771.0;1460.0;149.0;727;93.0;449.0;40.0;1563.0;44;10.0;708.0;46.0;846
DF;2003;623.0;62.0;109.0;454.0;678.0;95.0;428;324.0;381.0;45.0;742.0;26;14.0;578.0;41.0;562
ES;2003;883.0;141.0;335.0;893.0;1487.0;293.0;836;133.0;699.0;67.0;1629.0;57;42.0;816.0;71.0;1179
GO;2003;784.0;143.0;346.0;713.0;1201.0;301.0;647;800.0;522.0;74.0;1346.0;66;45.0;709.0;69.0;868
MA;2003;657.0;69.0;120.0;419.0;726.0;109.0;389;272.0;176.0;58.0;795.0;30;11.0;599.0;27.0;351
MG;2003;2539.0;376.0;1148.0;2241.0;3493.0;996.0;2062;740.0;1814.0;199.0;3869.0;179;152.0;2340.0;200.0;2815
MS;2003;382.0;64.0;303.0;344.0;640.0;268.0;318;3580.0;240.0;27.0;705.0;26;35.0;355.0;35.0;430
MT;2003;597.0;90.0;300.0;406.0;818.0;266.0;368;436.0;270.0;53.0;908.0;38;34.0;544.0;40.0;555
PA;2003;1237.0;93.0;152.0;747.0;1311.0;137.0;700;321.0;466.0;78.0;1405.0;47;15.0;1159.0;45.0;871
PB;2003;484.0;35.0;48.0;339.0;579.0;44.0;325;1520.0;260.0;25.0;616.0;14;4.0;458.0;22.0;459
PE;2003;3562.0;274.0;546.0;2645.0;4243.0;493.0;2513;1107.0;2298.0;187.0;4517.0;132;53.0;3375.0;186.0;3766
PI;2003;241.0;32.0;34.0;156.0;265.0;27.0;137;6024.0;83.0;24.0;298.0;19;7.0;217.0;10.0;143
PR;2003;412.0;227.0;2078.0;1368.0;2326.0;1887.0;1265;2615.0;1065.0;32.0;2555.0;102;190.0;380.0;119.0;1748
RJ;2003;4948.0;527.0;2728.0;4517.0;7579.0;2499.0;4303;9032.0;3675.0;277.0;8115.0;214;228.0;4671.0;336.0;6365
RN;2003;277.0;32.0;95.0;200.0;373.0;81.0;183;1627.0;155.0;16.0;405.0;17;14.0;261.0;17.0;289
RO;2003;375.0;51.0;171.0;231.0;514.0;149.0;207;348.0;155.0;29.0;566.0;24;22.0;346.0;33.0;381
RR;2003;80.0;6.0;22.0;53.0;100.0;21.0;50;1270.0;16.0;5.0;106.0;3;1.0;75.0;3.0;41
RS;2003;354.0;177.0;1543.0;932.0;1731.0;1391.0;871;384.0;755.0;23.0;1908.0;61;152.0;331.0;95.0;1365
SC;2003;101.0;70.0;494.0;313.0;600.0;442.0;283;395.0;220.0;8.0;670.0;30;52.0;93.0;30.0;414
SE;2003;278.0;34.0;62.0;259.0;435.0;54.0;247;797.0;200.0;16.0;469.0;12;8.0;262.0;18.0;339
SP;2003;5839.0;1029.0;8127.0;8348.0;13017.0;7487.0;7826;515.0;6132.0;378.0;14048.0;522;640.0;5461.0;538.0;9570
TO;2003;161.0;22.0;42.0;87.0;182.0;37.0;80;520.0;47.0;17.0;204.0;7;5.0;144.0;5.0;98
AC;2004;80.0;10.0;27.0;75.0;104.0;24.0;71;42.0;31.0;7.0;114.0;4;3.0;73.0;7.0;49
AL;2004;708.0;75.0;52.0;623.0;960.0;43.0;589;213.0;481.0;42.0;1035.0;34;9.0;666.0;35.0;754
AM;2004;440.0;49.0;76.0;309.0;477.0;63.0;290;927.0;136.0;34.0;526.0;19;13.0;406.0;14.0;227
AP;2004;160.0;15.0;10.0;116.0;157.0;9.0;108;30.0;51.0;14.0;172.0;8;1.0;146.0;5.0;74
BA;2004;1859.0;195.0;159.0;1311.0;2064.0;139.0;1222;69.0;1023.0;155.0;2262.0;89;20.0;1704.0;78.0;1590
CE;2004;699.0;123.0;140.0;826.0;1459.0;125.0;774;94.0;524.0;44.0;1582.0;52;15.0;655.0;51.0;916
DF;2004;582.0;52.0;109.0;436.0;642.0;101.0;410;332.0;360.0;43.0;696.0;26;8.0;538.0;29.0;506
ES;2004;928.0;137.0;260.0;936.0;1482.0;227.0;875;123.0;761.0;69.0;1619.0;61;33.0;859.0;80.0;1188
GO;2004;896.0;142.0;475.0;816.0;1377.0;411.0;757;865.0;601.0;64.0;1524.0;59;64.0;830.0;50.0;988
MA;2004;631.0;53.0;88.0;398.0;679.0;79.0;373;228.0;196.0;44.0;732.0;25;9.0;587.0;23.0;355
MG;2004;2916.0;373.0;1178.0;2571.0;3913.0;1063.0;2386;719.0;2154.0;230.0;4286.0;185;115.0;2686.0;220.0;3255
MS;2004;372.0;55.0;269.0;319.0;601.0;245.0;296;3155.0;217.0;30.0;656.0;23;24.0;342.0;24.0;387
MT;2004;572.0;99.0;273.0;401.0;754.0;234.0;352;431.0;236.0;60.0;853.0;49;39.0;512.0;36.0;454
PA;2004;1351.0;93.0;157.0;811.0;1426.0;143.0;768;286.0;539.0;77.0;1519.0;43;14.0;1274.0;42.0;969
PB;2004;540.0;60.0;45.0;350.0;611.0;40.0;333;1511.0;257.0;47.0;675.0;17;5.0;493.0;41.0;472
PE;2004;3430.0;276.0;444.0;2490.0;3898.0;388.0;2348;1108.0;2125.0;206.0;4174.0;142;56.0;3224.0;189.0;3344
PI;2004;251.0;26.0;50.0;173.0;301.0;40.0;156;5852.0;80.0;14.0;327.0;17;10.0;237.0;8.0;131
PR;2004;537.0;249.0;2233.0;1566.0;2573.0;2030.0;1447;3035.0;1185.0;41.0;2826.0;119;202.0;495.0;132.0;1912
RJ;2004;4787.0;506.0;2537.0;4349.0;7221.0;2307.0;4144;7152.0;3555.0;251.0;7731.0;205;230.0;4536.0;338.0;6193
RN;2004;246.0;21.0;65.0;181.0;323.0;61.0;172;1776.0;134.0;13.0;344.0;9;4.0;233.0;9.0;237
RO;2004;372.0;33.0;164.0;280.0;529.0;147.0;265;313.0;170.0;13.0;563.0;15;17.0;358.0;20.0;334
RR;2004;66.0;7.0;16.0;44.0;78.0;13.0;38;1326.0;15.0;3.0;85.0;6;3.0;63.0;1.0;31
RS;2004;384.0;195.0;1581.0;1016.0;1787.0;1414.0;936;345.0;837.0;26.0;1982.0;80;167.0;358.0;106.0;1432
SC;2004;99.0;79.0;490.0;281.0;559.0;427.0;258;363.0;202.0;7.0;638.0;23;63.0;92.0;32.0;377
SE;2004;270.0;29.0;49.0;234.0;424.0;43.0;220;937.0;167.0;15.0;454.0;14;6.0;255.0;14.0;301
SP;2004;4720.0;861.0;6530.0;6446.0;10474.0;5958.0;6045;418.0;4743.0;285.0;11336.0;401;572.0;4434.0;458.0;7611
TO;2004;149.0;18.0;49.0;99.0;180.0;45.0;91;476.0;47.0;14.0;198.0;8;4.0;135.0;6.0;100
AC;2005;87.0;13.0;31.0;67.0;111.0;26.0;60;35.0;18.0;8.0;124.0;7;5.0;79.0;1.0;36
AL;2005;812.0;74.0;69.0;696.0;1129.0;61.0;660;251.0;537.0;46.0;1203.0;36;8.0;766.0;36.0;909
AM;2005;506.0;48.0;73.0;356.0;551.0;66.0;333;1139.0;161.0;40.0;599.0;23;7.0;466.0;13.0;264
AP;2005;172.0;15.0;22.0;123.0;181.0;20.0;117;26.0;33.0;13.0;196.0;6;2.0;159.0;5.0;55
BA;2005;2380.0;211.0;172.0;1703.0;2669.0;150.0;1613;50.0;1319.0;164.0;2881.0;90;22.0;2216.0;114.0;2022
CE;2005;760.0;143.0;154.0;943.0;1555.0;138.0;883;72.0;613.0;45.0;1699.0;59;16.0;715.0;66.0;1012
DF;2005;551.0;47.0;95.0;403.0;610.0;81.0;384;468.0;317.0;32.0;657.0;19;14.0;519.0;25.0;452
ES;2005;1014.0;149.0;243.0;904.0;1453.0;213.0;839;140.0;726.0;90.0;1602.0;65;30.0;924.0;101.0;1189
GO;2005;1003.0;133.0;408.0;830.0;1334.0;361.0;776;945.0;619.0;83.0;1468.0;54;46.0;920.0;52.0;937
MA;2005;774.0;58.0;138.0;511.0;877.0;130.0;481;256.0;276.0;49.0;935.0;30;8.0;725.0;21.0;489
MG;2005;2870.0;377.0;1142.0;2461.0;3846.0;999.0;2301;873.0;2039.0;212.0;4223.0;160;143.0;2658.0;204.0;3099
MS;2005;347.0;70.0;268.0;308.0;561.0;230.0;278;3312.0;195.0;31.0;631.0;30;38.0;316.0;26.0;345
MT;2005;631.0;89.0;265.0;407.0;815.0;227.0;373;507.0;265.0;51.0;907.0;34;38.0;579.0;32.0;487
PA;2005;1726.0;127.0;181.0;1082.0;1797.0;155.0;1024;306.0;708.0;101.0;1926.0;57;26.0;1625.0;56.0;1195
PB;2005;608.0;62.0;50.0;403.0;683.0;43.0;378;1908.0;310.0;45.0;745.0;25;7.0;563.0;36.0;543
PE;2005;3517.0;282.0;451.0;2616.0;4048.0;414.0;2482;1088.0;2243.0;226.0;4330.0;134;37.0;3291.0;197.0;3509
PI;2005;295.0;40.0;51.0;210.0;328.0;43.0;196;5639.0;100.0;29.0;368.0;14;8.0;266.0;11.0;151
PR;2005;639.0;239.0;2279.0;1658.0;2738.0;2094.0;1558;2895.0;1303.0;50.0;2977.0;100;185.0;589.0;121.0;2027
RJ;2005;4658.0;507.0;2443.0;4177.0;6885.0;2238.0;3974;5427.0;3496.0;273.0;7408.0;201;204.0;4385.0;329.0;5978
RN;2005;275.0;41.0;75.0;235.0;364.0;65.0;213;1906.0;169.0;27.0;406.0;21;9.0;248.0;12.0;268
RO;2005;391.0;49.0;148.0;246.0;506.0;134.0;220;342.0;175.0;30.0;555.0;26;14.0;361.0;25.0;367
RR;2005;73.0;11.0;20.0;42.0;84.0;18.0;40;1359.0;8.0;9.0;95.0;2;2.0;64.0;2.0;28
RS;2005;407.0;209.0;1601.0;1034.0;1812.0;1415.0;957;359.0;836.0;22.0;2021.0;77;186.0;385.0;114.0;1473
SC;2005;94.0;68.0;476.0;322.0;564.0;422.0;295;319.0;231.0;6.0;633.0;27;54.0;88.0;33.0;392
SE;2005;345.0;28.0;73.0;249.0;459.0;69.0;238;885.0;185.0;22.0;487.0;11;4.0;323.0;12.0;318
SP;2005;3734.0;776.0;5087.0;4719.0;8091.0;4575.0;4379;454.0;3415.0;260.0;8870.0;340;512.0;3474.0;367.0;5796
TO;2005;148.0;21.0;41.0;88.0;169.0;35.0;80;427.0;39.0;15.0;190.0;8;6.0;133.0;6.0;78
AC;2006;102.0;15.0;42.0;85.0;143.0;36.0;81;48.0;23.0;8.0;158.0;4;6.0;94.0;2.0;50
AL;2006;1078.0;106.0;68.0;980.0;1514.0;62.0;925;357.0;823.0;66.0;1620.0;55;6.0;1012.0;64.0;1308
AM;2006;584.0;53.0;95.0;428.0;646.0;77.0;402;1223.0;237.0;33.0;699.0;26;18.0;551.0;22.0;379
AP;2006;186.0;13.0;14.0;128.0;189.0;11.0;125;35.0;49.0;10.0;202.0;3;3.0;176.0;0.0;75
BA;2006;2821.0;243.0;204.0;1947.0;3065.0;183.0;1824;75.0;1561.0;197.0;3311.0;123;21.0;2624.0;131.0;2402
CE;2006;972.0;134.0;165.0;941.0;1658.0;148.0;890;79.0;642.0;65.0;1792.0;51;17.0;907.0;43.0;1060
DF;2006;576.0;49.0;79.0;399.0;611.0;70.0;374;455.0;305.0;39.0;660.0;25;9.0;537.0;33.0;435
ES;2006;1111.0;183.0;255.0;982.0;1578.0;211.0;904;181.0;787.0;103.0;1762.0;78;44.0;1008.0;100.0;1294
GO;2006;1076.0;143.0;381.0;825.0;1364.0;332.0;766;1017.0;602.0;91.0;1509.0;59;48.0;985.0;69.0;984
MA;2006;811.0;67.0;143.0;527.0;902.0;135.0;497;285.0;256.0;58.0;969.0;30;8.0;753.0;24.0;479
MG;2006;2759.0;392.0;1242.0;2408.0;3783.0;1103.0;2220;1244.0;1990.0;238.0;4177.0;186;138.0;2520.0;204.0;3075
MS;2006;366.0;55.0;294.0;315.0;627.0;265.0;295;3395.0;215.0;24.0;683.0;20;29.0;342.0;17.0;370
MT;2006;647.0;70.0;241.0;427.0;825.0;212.0;394;589.0;282.0;42.0;896.0;33;28.0;605.0;22.0;497
PA;2006;1867.0;140.0;160.0;1185.0;1930.0;139.0;1130;388.0;771.0;118.0;2073.0;55;21.0;1749.0;71.0;1295
PB;2006;697.0;62.0;47.0;458.0;762.0;38.0;434;2269.0;373.0;49.0;825.0;24;9.0;648.0;39.0;628
PE;2006;3893.0;310.0;388.0;2616.0;4162.0;351.0;2479;1194.0;2226.0;261.0;4472.0;137;37.0;3632.0;197.0;3592
PI;2006;357.0;32.0;51.0;240.0;386.0;47.0;221;5460.0;116.0;28.0;418.0;19;4.0;329.0;11.0;192
PR;2006;522.0;249.0;2531.0;1706.0;2839.0;2326.0;1588;2870.0;1361.0;48.0;3098.0;118;196.0;474.0;140.0;2229
RJ;2006;4611.0;504.0;2436.0;4076.0;6858.0;2217.0;3880;5370.0;3347.0;267.0;7389.0;196;219.0;4339.0;319.0;5790
RN;2006;318.0;42.0;81.0;234.0;413.0;71.0;219;2085.0;175.0;27.0;455.0;15;10.0;291.0;21.0;306
RO;2006;418.0;51.0;145.0;257.0;531.0;125.0;234;356.0;189.0;31.0;585.0;23;19.0;386.0;25.0;383
RR;2006;67.0;13.0;43.0;46.0;96.0;31.0;41;1342.0;18.0;3.0;111.0;5;10.0;64.0;3.0;38
RS;2006;381.0;162.0;1585.0;980.0;1821.0;1457.0;924;352.0;787.0;30.0;1983.0;56;128.0;351.0;83.0;1425
SC;2006;93.0;92.0;509.0;321.0;574.0;439.0;290;353.0;226.0;15.0;666.0;31;70.0;78.0;34.0;386
SE;2006;406.0;40.0;85.0;334.0;545.0;76.0;316;913.0;243.0;22.0;585.0;18;9.0;384.0;15.0;403
SP;2006;3364.0;788.0;4846.0;4285.0;7582.0;4315.0;3939;474.0;3285.0;242.0;8377.0;346;530.0;3121.0;387.0;5761
TO;2006;189.0;22.0;38.0;121.0;207.0;34.0;113;402.0;50.0;18.0;229.0;8;4.0;171.0;6.0;85
AC;2007;91.0;18.0;34.0;72.0;119.0;26.0;64;47.0;30.0;9.0;137.0;8;8.0;82.0;4.0;51
AL;2007;1247.0;109.0;76.0;1102.0;1727.0;65.0;1046;390.0;959.0;68.0;1836.0;56;11.0;1179.0;74.0;1552
AM;2007;648.0;52.0;45.0;433.0;663.0;38.0;405;1327.0;265.0;43.0;715.0;28;7.0;605.0;25.0;415
AP;2007;140.0;12.0;21.0;114.0;160.0;17.0;107;26.0;40.0;8.0;172.0;7;4.0;132.0;5.0;60
BA;2007;3116.0;249.0;260.0;2160.0;3408.0;233.0;2036;55.0;1770.0;207.0;3659.0;124;27.0;2909.0;133.0;2700
CE;2007;1367.0;126.0;213.0;1066.0;1806.0;185.0;1016;80.0;758.0;84.0;1933.0;50;27.0;1283.0;43.0;1224
DF;2007;591.0;55.0;107.0;431.0;656.0;94.0;409;579.0;352.0;41.0;711.0;22;13.0;550.0;28.0;516
ES;2007;1197.0;186.0;277.0;1008.0;1691.0;245.0;929;169.0;823.0;116.0;1877.0;79;32.0;1081.0;111.0;1363
GO;2007;1052.0;139.0;392.0;849.0;1382.0;341.0;789;1181.0;643.0;82.0;1521.0;60;51.0;970.0;73.0;1009
MA;2007;962.0;63.0;157.0;623.0;1063.0;144.0;592;415.0;353.0;50.0;1127.0;31;13.0;911.0;23.0;602
MG;2007;2776.0;403.0;1161.0;2344.0;3722.0;1030.0;2168;1478.0;1914.0;248.0;4125.0;176;131.0;2528.0;218.0;2983
MS;2007;369.0;67.0;314.0;340.0;641.0;274.0;312;3511.0;222.0;28.0;710.0;28;39.0;341.0;29.0;401
MT;2007;615.0;95.0;271.0;368.0;794.0;230.0;334;613.0;248.0;54.0;889.0;34;41.0;561.0;35.0;542
PA;2007;1953.0;144.0;190.0;1263.0;2049.0;164.0;1197;329.0;859.0;112.0;2194.0;66;26.0;1841.0;58.0;1385
PB;2007;759.0;69.0;40.0;461.0;793.0;32.0;432;2565.0;372.0;55.0;864.0;29;8.0;704.0;42.0;656
PE;2007;4032.0;290.0;282.0;2698.0;4262.0;246.0;2558;1252.0;2310.0;241.0;4557.0;139;36.0;3790.0;192.0;3706
PI;2007;310.0;35.0;59.0;186.0;346.0;50.0;174;4824.0;103.0;24.0;383.0;12;9.0;285.0;15.0;184
PR;2007;617.0;241.0;2414.0;1760.0;2860.0;2220.0;1650;2765.0;1450.0;41.0;3105.0;110;193.0;575.0;134.0;2285
RJ;2007;4169.0;416.0;2071.0;3652.0;6121.0;1883.0;3485;3859.0;2967.0;216.0;6551.0;167;187.0;3952.0;272.0;5102
RN;2007;424.0;42.0;95.0;314.0;547.0;84.0;294;2150.0;249.0;25.0;589.0;20;11.0;399.0;23.0;438
RO;2007;305.0;28.0;102.0;210.0;404.0;94.0;200;312.0;164.0;20.0;432.0;10;8.0;285.0;9.0;321
RR;2007;85.0;19.0;28.0;47.0;97.0;20.0;44;1559.0;12.0;10.0;116.0;3;8.0;75.0;2.0;28
RS;2007;440.0;193.0;1735.0;1137.0;2003.0;1574.0;1056;356.0;939.0;29.0;2199.0;81;161.0;411.0;100.0;1661
SC;2007;94.0;70.0;510.0;328.0;560.0;450.0;292;371.0;233.0;6.0;632.0;34;60.0;88.0;21.0;377
SE;2007;371.0;34.0;75.0;294.0;488.0;66.0;282;936.0;211.0;21.0;522.0;12;9.0;350.0;19.0;348
SP;2007;2602.0;595.0;3711.0;3135.0;5834.0;3315.0;2868;507.0;2267.0;185.0;6437.0;267;396.0;2417.0;291.0;4150
TO;2007;191.0;28.0;31.0;94.0;196.0;29.0;83;488.0;33.0;26.0;226.0;11;2.0;164.0;8.0;88
AC;2008;74.0;13.0;23.0;76.0;120.0;18.0;71;40.0;27.0;5.0;133.0;5;5.0;69.0;0.0;40
AL;2008;1536.0;83.0;58.0;1142.0;1804.0;55.0;1101;426.0;1018.0;71.0;1887.0;41;3.0;1465.0;55.0;1596
AM;2008;767.0;63.0;47.0;481.0;767.0;40.0;455;1837.0;287.0;56.0;830.0;26;7.0;711.0;20.0;446
AP;2008;196.0;13.0;6.0;141.0;196.0;6.0;137;27.0;46.0;13.0;210.0;4;0.0;183.0;3.0;65
BA;2008;4137.0;315.0;345.0;2994.0;4485.0;311.0;2833;61.0;2547.0;260.0;4819.0;161;34.0;3876.0;193.0;3828
CE;2008;1377.0;117.0;194.0;1131.0;1902.0;176.0;1089;88.0;803.0;74.0;2019.0;42;18.0;1303.0;48.0;1332
DF;2008;701.0;64.0;105.0;492.0;748.0;98.0;457;673.0;390.0;57.0;812.0;35;7.0;644.0;38.0;579
ES;2008;1252.0;190.0;264.0;1113.0;1756.0;234.0;1024;151.0;937.0;129.0;1947.0;89;30.0;1123.0;124.0;1495
GO;2008;1309.0;160.0;413.0;971.0;1629.0;364.0;914;1284.0;739.0;104.0;1792.0;57;49.0;1204.0;82.0;1201
MA;2008;1097.0;81.0;156.0;714.0;1196.0;144.0;677;500.0;408.0;67.0;1277.0;37;12.0;1030.0;25.0;698
MG;2008;2628.0;377.0;1071.0;2204.0;3511.0;938.0;2014;1541.0;1764.0;221.0;3889.0;190;133.0;2407.0;174.0;2755
MS;2008;361.0;60.0;312.0;345.0;639.0;274.0;318;3277.0;229.0;22.0;699.0;27;38.0;339.0;22.0;392
MT;2008;687.0;86.0;238.0;428.0;851.0;211.0;390;701.0;291.0;57.0;937.0;38;27.0;630.0;36.0;572
PA;2008;2585.0;169.0;213.0;1635.0;2687.0;186.0;1553;357.0;1160.0;139.0;2860.0;82;27.0;2445.0;89.0;1929
PB;2008;928.0;87.0;50.0;561.0;942.0;42.0;531;3620.0;447.0;76.0;1029.0;30;8.0;852.0;49.0;750
PE;2008;3888.0;298.0;433.0;2621.0;4140.0;387.0;2482;1370.0;2158.0;245.0;4446.0;135;45.0;3641.0;166.0;3449
PI;2008;299.0;38.0;52.0;187.0;323.0;46.0;171;4108.0;90.0;31.0;361.0;16;6.0;268.0;8.0;159
PR;2008;695.0;306.0;2660.0;1914.0;3132.0;2413.0;1777;2580.0;1591.0;55.0;3445.0;137;244.0;640.0;168.0;2540
RJ;2008;3593.0;373.0;1777.0;3092.0;5274.0;1644.0;2934;3598.0;2442.0;223.0;5662.0;158;133.0;3365.0;219.0;4336
RN;2008;558.0;59.0;100.0;402.0;655.0;93.0;373;2366.0;326.0;48.0;714.0;29;7.0;510.0;36.0;536
RO;2008;319.0;39.0;136.0;210.0;440.0;120.0;195;269.0;136.0;20.0;480.0;15;16.0;298.0;17.0;286
RR;2008;74.0;15.0;28.0;38.0;90.0;19.0;35;1683.0;9.0;5.0;105.0;3;9.0;69.0;2.0;29
RS;2008;471.0;219.0;1869.0;1199.0;2161.0;1685.0;1116;461.0;1011.0;32.0;2380.0;83;184.0;439.0;118.0;1801
SC;2008;108.0;86.0;674.0;406.0;715.0;600.0;373;370.0;302.0;8.0;802.0;32;74.0;100.0;43.0;505
SE;2008;404.0;30.0;73.0;313.0;525.0;65.0;298;1117.0;235.0;21.0;555.0;15;8.0;383.0;11.0;368
SP;2008;2464.0;667.0;3715.0;2948.0;5660.0;3263.0;2706;536.0;2027.0;199.0;6332.0;242;451.0;2265.0;292.0;3891
TO;2008;194.0;21.0;41.0;122.0;216.0;37.0;111;541.0;55.0;17.0;237.0;11;4.0;177.0;10.0;98
AC;2009;103.0;16.0;16.0;78.0;137.0;10.0;72;59.0;33.0;6.0;153.0;6;6.0;97.0;2.0;61
AL;2009;1595.0;111.0;48.0;1115.0;1762.0;46.0;1060;544.0;969.0;96.0;1873.0;55;2.0;1499.0;81.0;1560
AM;2009;846.0;67.0;44.0;540.0;849.0;37.0;519;1953.0;359.0;60.0;916.0;21;7.0;786.0;28.0;572
AP;2009;168.0;12.0;11.0;108.0;178.0;9.0;104;23.0;43.0;10.0;190.0;4;2.0;158.0;3.0;69
BA;2009;4741.0;345.0;333.0;3427.0;5078.0;301.0;3276;66.0;2971.0;284.0;5432.0;151;32.0;4455.0;220.0;4361
CE;2009;1360.0;138.0;191.0;1196.0;2025.0;166.0;1130;116.0;917.0;80.0;2165.0;64;25.0;1280.0;68.0;1511
DF;2009;753.0;76.0;119.0;523.0;806.0;105.0;487;753.0;450.0;61.0;882.0;36;14.0;692.0;43.0;666
ES;2009;1367.0;216.0;251.0;1164.0;1769.0;219.0;1057;170.0;974.0;152.0;1985.0;107;32.0;1215.0;130.0;1548
GO;2009;1446.0;165.0;410.0;977.0;1733.0;365.0;915;1441.0;740.0;117.0;1902.0;62;45.0;1327.0;76.0;1260
MA;2009;1210.0;87.0;161.0;775.0;1311.0;142.0;737;590.0;458.0;67.0;1398.0;38;19.0;1143.0;32.0;785
MG;2009;2507.0;402.0;1055.0;2062.0;3340.0;923.0;1894;1479.0;1646.0;246.0;3742.0;168;132.0;2261.0;197.0;2603
MS;2009;399.0;65.0;316.0;354.0;660.0;276.0;328;2931.0;244.0;25.0;725.0;26;40.0;374.0;28.0;429
MT;2009;738.0;94.0;247.0;469.0;905.0;209.0;425;951.0;309.0;55.0;1000.0;44;38.0;682.0;44.0;573
PA;2009;2711.0;180.0;213.0;1717.0;2802.0;189.0;1635;435.0;1242.0;152.0;2989.0;82;23.0;2558.0;84.0;2038
PB;2009;1153.0;98.0;51.0;710.0;1164.0;41.0;660;4136.0;608.0;84.0;1263.0;50;10.0;1069.0;67.0;1019
